"WATERSHED_CODE","GAZETTED_NAME","ALIAS_NAME","WATERBODY_IDENTIFIER","REGION","ORDER_50","MAGNITUDE_50","WATERBODY_TYPE","RAB_WATERSHED_CODE","WATERBODY_ID","MAP_NUMBER","UTM_ZONE","UTM_EASTING","UTM_NORTHING","STREAM_LENGTH","LAKE_PERIMETER","LAKE_AREA","LAKE_ELEVATION"
"120-299100-91900",,"LAKE #2006, SYDNEY LAKE","00919THOM","Thompson",,,"Lake",,"26862","092I06","10","636119","5591142",,"1.6","7.9","1630"
"120-305300",,"BIG DIVIDE LAKE, LAKE #26","00897THOM","Thompson",,,"Lake",,"26866","092I11","10","637842","5596755",,"1.4","9.3","1220"
"120-305300-37500","JIM BLACK LAKE","LAKE #167","00883THOM","Thompson",,,"Lake",,"26868","092I11","10","629112","5599099",,"2.1","11.8","1317"
"120-398700-62000-47700","BEDARD LAKE","LAKE #22","00596THOM","Thompson",,,"Lake",,"26914","092I12","10","604939","5614272",,"1.8","19.9","1534"
"120-445600","WILLARD LAKE","LAKE #399","00537THOM","Thompson",,,"Lake",,"516254","092I11","10","623382","5615978",,"2.3","18.9","688"
"120-466400","MCLEAN LAKE","LAKE #218","00339THOM","Thompson",,,"Lake",,"26941","092I14","10","612195","5626729",,".4","1.1","1065"
"120-506800",,"LAKE #5492","00257BONP","Thompson",,,"Lake",,"26962","092P07","10","657566","5687979",,"1.7","5","1136"
"120-506800","BONAPARTE LAKE","LAKE #5479","00446BONP","Thompson",,,"Lake",,"26963","092P07","10","662063","5683544",,"44","3324.7","1176"
"120-506800","YOUNG LAKE","LAKE #5444","00606BONP","Thompson",,,"Lake",,"26960","092P06","10","638589","5680029",,"25.7","340","938"
"120-506800",,"LAKE #1230, NATHAN LAKE, NO NAME LAKE","00702BONP","Thompson",,,"Lake",,"26964","092P01","10","679233","5679869",,"1.2","7","1249"
"120-506800-14800-38600-4430","CROWN LAKE","LAKE #3034","01275BONP","Thompson",,,"Lake",,"27094","092I13","10","592015","5632060",,"1.7","7.6","807"
"120-506800-14800-38600-4430","TURQUOISE LAKE","LAKE #3035","01284BONP","Thompson",,,"Lake",,"27093","092I13","10","592540","5631592",,"1.1","6.5","808"
"120-506800-14800-43200","ALEECE LAKE","LAKE #5","01327BONP","Thompson",,,"Lake",,"27122","092I13","10","596571","5624731",,".6","2.5","1070"
"120-506800-14800-47200","FINNEY LAKE","LAKE #110","01335BONP","Thompson",,,"Lake",,"27125","092I13","10","595808","5623336",,"1.5","13.1","1183"
"120-506800-14800-47200-4420",,"LAKE #1359","01340BONP","Thompson",,,"Lake",,"27128","092I13","10","595042","5623014",,".6","2.2","1232"
"120-506800-14800-48600-4360",,"LAKE #1363","01322BONP","Thompson",,,"Lake",,"27137","092I14","10","606928","5625514",,".2",".3","1243"
"120-506800-14800-50500",,"LAKE #1362","01348BONP","Thompson",,,"Lake",,"27154","092I12","10","598890","5622279",,"1.1","2.7","978"
"120-506800-14800-56000",,"LAKE #1361","01359BONP","Thompson",,,"Lake",,"27184","092I12","10","599443","5619874",,".7","2.5","1059"
"120-506800-14800-67500-0050","PARKE LAKE","LAKE #257","01391BONP","Thompson",,,"Lake",,"27216","092I12","10","595696","5613982",,"1.2","5.9","1421"
"120-506800-23200-16800-2140-0070","ALKALI LAKES","FIVE MILE LAKE, LAKE #6702, STICK LAKE","01208BONP","Thompson",,,"Lake",,"27377","092P04","10","601590","5654067",,".5","1.6","902"
"120-506800-28300","UPPER LOON LAKE","LAKE #5030","00998BONP","Thompson",,,"Lake",,"27412","092P03","10","634855","5671932",,"14.3","149.4","973"
"120-506800-28300","LOON LAKE","CLINTON LAKE, LAKE #5013","01083BONP","Thompson",,,"Lake",,"27411","092P03","10","616607","5658623",,"28.7","682.8","825"
"120-506800-28300-70200",,"LAKE #5026, LAKE 5026","01091BONP","Thompson",,,"Lake",,"27465","092P03","10","632491","5665829",,"1.8","7.4","1036"
"120-506800-28300-70200",,"BRIGADE LAKE, LAKE #5418, LAKE 5418","01136BONP","Thompson",,,"Lake",,"27468","092P02","10","642251","5663161",,"2.5","29.3","1162"
"120-506800-28300-70200-5560-5080",,"LAKE #5025, LAKE 5025, LETOUS LAKE","01089BONP","Thompson",,,"Lake",,"27478","092P03","10","638318","5665829",,"1.2","3.1","1164"
"120-506800-28300-82600",,"LAKE #5034, LAKE 5034","00986BONP","Thompson",,,"Lake",,"27491","092P03","10","631883","5673071",,"1.9","12.1","1056"
"120-506800-28300-90787-3384",,"LAKE #5031, LAKE 5031","01016BONP","Thompson",,,"Lake",,"516912",,"10","638540","5671393",,".6","2.4","981"
"120-506800-34500-33200","LEIGHWOOD LAKE","LAKE #5002","01206BONP","Thompson",,,"Lake",,"27511","092P04","10","591765","5653623",,"3","21.5","1023"
"120-506800-34500-33200-0710","THREE MILE LAKE","LAKE #5007","01190BONP","Thompson",,,"Lake",,"27524","092P04","10","600189","5657696",,"3.6","22.3","920"
"120-506800-34500-33200-0710-2400","SALT LAKE","LAKE #5006","01182BONP","Thompson",,,"Lake",,"516918","092P04","10","599028","5658980",,"1.1","9","898"
"120-506800-38700-96700",,"LAKE #5059","00540BONP","Thompson",,,"Lake",,"27638","092P05","10","602993","5681603",,"3.5","19.8","1100"
"120-506800-38700-96800","MAGNESIA LAKE","LAKE #5054","00847BONP","Thompson",,,"Lake",,"27652","092P04","10","599146","5676763",,"2.3","27.3","1110"
"120-506800-38700-96800-3240",,"FRESHWATER LAKE, LAKE #5055, LAKE 5055","00656BONP","Thompson",,,"Lake",,"516934","092P06","10","597745","5680040",,"1.6","13.4","1110"
"120-506800-38700-96800-4760",,"LAKE #5044","00704BONP","Thompson",,,"Lake",,"27688","092P05","10","593804","5679851",,"1.9","17.2","1123"
"120-506800-38700-96800-4900","LITTLE WHITE LAKE","LAKE 5046","00522BONP","Thompson",,,"Lake",,"27691","092P05","10","592734","5681408",,"14.2","181.9","1117"
"120-506800-51900",,"ESKER LAKE, LAKE #6785","00354BONP","Thompson",,,"Lake",,"27745","092P06","10","622772","5685073",,"2.9","12.6","1058"
"120-506800-51900",,"LAKE #5148","00418BONP","Thompson",,,"Lake",,"27744","092P06","10","623442","5684341",,".6","1.4","1054"
"120-506800-51900-30000-6970",,"5242, LAKE 5242","00301BONP","Thompson",,,"Lake",,"27789","092P06","10","623937","5686653",,"2.2","14","1074"
"120-506800-51900-31100",,"5239, LAKE 5239","00398BONP","Thompson",,,"Lake",,"27791","092P06","10","622357","5684961",,".9","4.7","1055"
"120-506800-51900-31100","MARSDEN LAKE","LAKE #5088","00412BONP","Thompson",,,"Lake",,"27792","092P06","10","622022","5684574",,"1.8","13.1","1055"
"120-506800-51900-49300",,"LAKE #5236","00316BONP","Thompson",,,"Lake",,"27796","092P06","10","618745","5686382",,"1.3","7.9","1070"
"120-506800-53700-48400",,"LAKE #5095, LAKE 5095","00891BONP","Thompson",,,"Lake",,"27828","092P03","10","629553","5676414",,".5","1.6","1045"
"120-506800-53700-48400",,"LAKE #5094, LAKE 5094","00896BONP","Thompson",,,"Lake",,"27829","092P03","10","629429","5676287",,"1.6","11.8","1045"
"120-506800-57600","CRYSTAL LAKE","LAKE #6355","00912GRNL","Thompson",,,"Lake",,"27842","092P07","10","654569","5702700",,"7.5","149.7","1143"
"120-506800-57600",,"LAKE #6355","01009GRNL","Thompson",,,"Lake",,"27843","092P07","10","655338","5702029",,"1.1","4","1143"
"120-506800-57600",,"LAKE #5280, PRESSY","01654GRNL","Thompson",,,"Lake",,"27839","092P06","10","637606","5693667",,".5","1.4","1021"
"120-506800-57600-12900",,"LAKE# 5260","02166GRNL","Thompson",,,"Lake",,"27851","092P06","10","628642","5686917",,".8","4.4","1056"
"120-506800-57600-12900",,"LAKE# 5259","02170GRNL","Thompson",,,"Lake",,"27850","092P06","10","629630","5686397",,"2.2","25.5","1053"
"120-506800-57600-12900",,"JEEP LAKE, LAKE #5269","02221GRNL","Thompson",,,"Lake",,"27849","092P06","10","631897","5685933",,"2.3","16.5","1013"
"120-506800-57600-12900-4103",,"5258, LAKE 5258","02229GRNL","Thompson",,,"Lake",,"507077",,"10","629190","5685873",,".9","4.5","1107"
"120-506800-57600-12900-5290",,"LAKE #5261, LAKE 5261","02123GRNL","Thompson",,,"Lake",,"27853","092P06","10","628447","5687393",,"1.2","4.7","1065"
"120-506800-57600-15100",,"LAKE #5270","02238GRNL","Thompson",,,"Lake",,"27855","092P06","10","633821","5685858",,"1.4","6.8","1033"
"120-506800-57600-19500","TIN CUP LAKE","LAKE #5262","01826GRNL","Thompson",,,"Lake",,"27867","092P06","10","627526","5691224",,"6.7","82.9","1116"
"120-506800-57600-19500-2480",,"EAST TIN CUP, LAKE #5268","02028GRNL","Thompson",,,"Lake",,"27875","092P06","10","630614","5688885",,".8","3.3","1011"
"120-506800-57600-48200","LAKE OF THE WOODS",,"01228GRNL","Cariboo",,,"Lake",,"27911","092P06","10","637493","5698635",,"3.9","25.4","1064"
"120-506800-57600-48200-9300",,"LAKE #5252, LAKE 5252","01899GRNL","Thompson",,,"Lake",,"28230","092P06","10","623523","5690621",,".2",".4","1100"
"120-506800-57600-48200-9840",,"LAKE #5169, LAKE 5169","02087GRNL","Thompson",,,"Lake",,"28286","092P05","10","602658","5687642",,"6.1","34.4","1097"
"120-506800-57600-48200-9840",,"LAKE #5242","02088GRNL","Thompson",,,"Lake",,"28248","092P06","10","617113","5688342",,"1.3","4.9","1074"
"120-506800-57600-48200-9840",,"LAKE #5174, LAKE 5174","02133GRNL","Thompson",,,"Lake",,"28282","092P06","10","606042","5687445",,"2.1","10.3","1096"
"120-506800-57600-48200-9840",,"LAKE #5180, LAKE 5180","02147GRNL","Thompson",,,"Lake",,"28276","092P06","10","608852","5687183",,"1.1","4.1","1088"
"120-506800-57600-48200-9870-8680-685-543",,"LAKE #5360, UNNAMED #5360","01469GRNL","Cariboo",,,"Lake",,"507312",,"10","612123","5696045",,".4","1","1122"
"120-506800-59600",,"LAKE #5097","00790BONP","Thompson",,,"Lake",,"28527","092P03","10","635513","5678400",,"1","4.5","1000"
"120-506800-61400",,"LAKE #5461","00442BONP","Thompson",,,"Lake",,"28536","092P07","10","640752","5683670",,".8","2.1","1079"
"120-506800-61400","CAMPEAU LAKE","LAKE #5462","00453BONP","Thompson",,,"Lake",,"28535","092P07","10","639659","5683788",,".3",".3","1079"
"120-506800-66800",,"LAKE #5448","00888BONP","Thompson",,,"Lake",,"28553","092P02","10","644001","5676487",,".8","3.1","939"
"120-506800-66800",,"LAKE #5449","00917BONP","Thompson",,,"Lake",,"28554","092P02","10","643908","5675881",,"1.3","3.6","949"
"120-506800-70000","LITTLE SCOT LAKE","LAKE #5472","00638BONP","Thompson",,,"Lake",,"28564","092P07","10","653528","5680901",,"1.4","7.6","1203"
"120-506800-70000",,"LAKE #5457","00639BONP","Thompson",,,"Lake",,"28563","092P07","10","653213","5680893",,".6","2","1200"
"120-506800-70000","SCOT LAKE","LAKE #5471","00694BONP","Thompson",,,"Lake",,"28565","092P02","10","655740","5678653",,"4.1","33.8","1228"
"120-506800-70400",,"LAKE IN THE GAP; LAKE #5458, LAKE-IN-THE-GAP","00407BONP","Thompson",,,"Lake",,"28581","092P07","10","648645","5684545",,"1.3","7.1","1007"
"120-506800-70400","SPECTACLE LAKE","LAKE #5459","00414BONP","Thompson",,,"Lake",,"28582","092P07","10","647947","5684503",,"2.4","12.7","1023"
"120-506800-71900",,"LAKE #6739","00332BONP","Thompson",,,"Lake",,"28586","092P07","10","650020","5686145",,"1.5","12.1","1022"
"120-506800-74100","SHARPE LAKE","LAKE #5491","00259BONP","Thompson",,,"Lake",,"28589","092P07","10","651655","5687572",,"5.1","56.9","1025"
"120-506800-78100","MACHETE LAKE","#549 AND #207, LAKE #5496&207","00090BONP","Thompson",,,"Lake",,"28598","092P07","10","665255","5694569",,"19.7","467.1","1123"
"120-506800-78100","EAGAN LAKE","LAKE #5495","00119BONP","Thompson",,,"Lake",,"28597","092P07","10","656055","5692096",,"14.6","402.6","1050"
"120-506800-78100","AKEHURST LAKE","LAKE #3","00150BONP","Thompson",,,"Lake",,"28599","092P08","10","675784","5692032",,"10.8","206.7","1412"
"120-506800-78100-28200","TOBE LAKE","LAKE #352","00012BONP","Thompson",,,"Lake",,"28617","092P07","10","668965","5701297",,"8","75.6","1191"
"120-506800-78100-28200",,"LAKE #5553, LITTLE TOBE LAKE","00015BONP","Thompson",,,"Lake",,"28616","092P07","10","668610","5701257",,".3",".3","1190"
"120-506800-78100-28200",,"LAKE #1706","00030BONP","Thompson",,,"Lake",,"28619","092P07","10","672076","5699891",,".4",".9","1304"
"120-506800-78100-28200-3480","MONTANA LAKE","LAKE #5547","00008BONP","Thompson",,,"Lake",,"28622","092P07","10","663670","5699543",,"7.3","108.4","1124"
"120-506800-78100-28200-9050",,"LAKE 1625","00017BONP","Thompson",,,"Lake",,"333062","092P07","10","671206","5700998",,".5","1.8","1219"
"120-506800-78100-28200-9200-0770",,"LAKE #1705","00035BONP","Thompson",,,"Lake",,"333180",,"10","671505","5699707",,".3",".5","1337"
"120-506800-78100-70800",,"LAKE #1256","00085BONP","Thompson",,,"Lake",,"28660","092P08","10","677938","5697106",,"1","3.1","1617"
"120-506800-78100-70800-0540",,"BASTION LAKE, HIGHER LAKE, LAKE #1021, TWO MATCH LAKE","00096BONP","Thompson",,,"Lake",,"28663","092P08","10","679024","5695846",,"1.5","12","1579"
"120-506800-78100-70800-0540",,"BIG BASTION LAKE, HIGH LAKE, JEREMY LAKE, LAKE #1020, LITTLE MACHETE","00104BONP","Thompson",,,"Lake",,"28662","092P08","10","678201","5695407",,"4.7","51.8","1575"
"120-506800-78100-70800-0540",,"LAKE #1258, SCOTT LAKE","00113BONP","Thompson",,,"Lake",,"28664","092P08","10","680886","5695083",,"1.6","11.3","1655"
"120-506800-78100-70800-0540-3120",,"LAKE #484","00129BONP","Thompson",,,"Lake",,"353282","092P08","10","677431","5694151",,".4",".9","1388"
"120-506800-78100-89900",,"LAKE #1042","00289BONP","Thompson",,,"Lake",,"28676","092P08","10","675188","5687085",,"1.5","10.1","1557"
"120-506800-83600-93200",,"LAKE #482","00153BONP","Thompson",,,"Lake",,"28696","092P07","10","670511","5692227",,".6","1.9","1583"
"120-506800-87000",,"LAKE #5475, LAKE 5475, SANDY LAKE","00595BONP","Thompson",,,"Lake",,"28699","092P07","10","660962","5681498",,".8","4.7","1248"
"120-506800-87000","HAMMER LAKE","LAKE #5470","00722BONP","Thompson",,,"Lake",,"28701","092P02","10","660090","5679650",,"5.9","65.9","1271"
"120-506800-90800",,"LAKE #5498, UPPER BROWN LAKE","00318BONP","Thompson",,,"Lake",,"28712","092P07","10","669309","5686234",,"1.2","8.2","1340"
"120-506800-92700",,"LAKE #1233","00677BONP","Thompson",,,"Lake",,"28728","092P02","10","673979","5680234",,"1","4.6","1178"
"120-506800-95400","CAVERHILL LAKE","LAKE #58","00142BONP","Thompson",,,"Lake",,"28743","092P08","10","681315","5688501",,"27.8","441.7","1397"
"120-506800-95400","LUPIN LAKES","LAKE #1245; LUPIN (E)","00506BONP","Thompson",,,"Lake",,"28740","092P08","10","680727","5682814",,".9","4.2","1248"
"120-506800-95400","RAMSAY LAKE","LAKE #1229","00528BONP","Thompson",,,"Lake",,"28738","092P08","10","679203","5682661",,"1","5.3","1212"
"120-506800-95400","LUPIN LAKES","LAKE #1246; LUPIN (F)","00530BONP","Thompson",,,"Lake",,"28739","092P08","10","680481","5682331",,"3.1","27","1241"
"120-506800-95400-29300",,"LAKE #493","00612BONP","Thompson",,,"Lake",,"28754","092P08","10","683278","5681297",,".4",".9","1373"
"120-506800-95400-29300-5740",,"LAKE #492","00520BONP","Thompson",,,"Lake",,"333172",,"10","683501","5682756",,".4","1.1","1352"
"120-506800-95400-29900",,"LAKE #1683; G","00280BONP","Thompson",,,"Lake",,"28762","092P08","10","683546","5687170",,".3",".4","1376"
"120-506800-95400-29900",,"LAKE #1688; B","00349BONP","Thompson",,,"Lake",,"28761","092P08","10","684095","5685593",,".9","2.6","1323"
"120-506800-95400-29900","LUPIN LAKES","LAKE #1704; D","00396BONP","Thompson",,,"Lake",,"28760","092P08","10","683992","5684471",,"3.6","29.5","1273"
"120-506800-95400-29900","LUPIN LAKES","LAKE #1702; B","00401BONP","Thompson",,,"Lake",,"28758","092P08","10","682165","5684316",,"3.4","27","1251"
"120-506800-95400-29900","LUPIN LAKES","LAKE #1703; C","00411BONP","Thompson",,,"Lake",,"28759","092P08","10","683360","5684571",,".9","3.4","1257"
"120-506800-95400-29900-3970-1780",,"LAKE #490","00459BONP","Thompson",,,"Lake",,"333171",,"10","684431","5683761",,".6","1.4","1276"
"120-506800-95400-29900-3970-1780",,"LAKE #491","00503BONP","Thompson",,,"Lake",,"333175",,"10","683487","5683191",,".4",".9","1349"
"120-506800-95400-29900-3970-4380",,"LAKE #494","00536BONP","Thompson",,,"Lake",,"333174",,"10","685146","5682612",,".6","1.5","1317"
"120-506800-95400-29900-4290",,"LAKE #1687; A","00393BONP","Thompson",,,"Lake",,"333113",,"10","685354","5684984",,".6","1.8","1302"
"120-506800-95400-65200",,"LAKE #1685; DREW'S POTHOLE","00209BONP","Thompson",,,"Lake",,"333112",,"10","682817","5689580",,".7","2.1","1410"
"120-506800-95400-65200",,"LAKE #1681; P","00222BONP","Thompson",,,"Lake",,"333120",,"10","683008","5689211",,".5","1.6","1415"
"120-506800-95400-66300","KEITH LAKE","LAKE #171","00190BONP","Thompson",,,"Lake",,"28777","092P08","10","681330","5689924",,"1.2","4.2","1404"
"120-506800-95400-83700","BELCACHE LAKE","LAKE #23","00169BONP","Thompson",,,"Lake",,"28780","092P08","10","678510","5691446",,"2","13.9","1453"
"120-506800-99700",,"LAKE #1579","00662BONP","Thompson",,,"Lake",,"28787","092P01","10","681751","5680382",,".5","1.7","1327"
"120-506800-99700",,"LAKE #1240","00706BONP","Thompson",,,"Lake",,"28786","092P01","10","682352","5679727",,".8","3.2","1319"
"120-528600-24200-46600",,"LAKE #1599","00559THOM","Thompson",,,"Lake",,"333161",,"10","629368","5615588",,"1","5.4","1441"
"120-564700-70136",,"LAKE OF THE WOODS","00510THOM","Thompson",,,"Lake",,"516267","092I11","10","635649","5618522",,".8","3.5","1208"
"120-714600","WILLOWGROUSE LAKE","LAKE #400","00239DEAD","Thompson",,,"Lake",,"28892","092P02","10","674340","5667009",,"8.4","84.7","1411"
"120-714600",,"CAM-LIL LAKE, HOMECABIN LAKE, LAKE #53","00251DEAD","Thompson",,,"Lake",,"28890","092P02","10","669629","5667787",,"2.8","21.8","1337"
"120-714600","SKOOKUM LAKE","LAKE #5420","00407DEAD","Thompson",,,"Lake",,"28882","092P02","10","648586","5663841",,"1.9","15.2","867"
"120-714600","MOWICH LAKE","LAKE #234","00618DEAD","Thompson",,,"Lake",,"28880","092P02","10","647467","5655441",,"2.8","28.4","782"
"120-714600-20200","CLEMES LAKE","LAKE #63","00834DEAD","Thompson",,,"Lake",,"28903","092I14","10","633936","5641677",,"1.1","9.3","1450"
"120-714600-20400-15600","RED LAKE","LAKE #286","00846DEAD","Thompson",,,"Lake",,"28924","092I15","10","654602","5641117",,"10.1","109.8","950"
"120-714600-20400-41100",,"LAKE #57",,"Thompson",,,"Lake",,"28938","092I15",,,,,,,
"120-714600-20400-50800-4130",,"LAKE #1193","00599DEAD","Thompson",,,"Lake",,"28958","092P02","10","666311","5657458",,"1","4.3","1485"
"120-714600-20400-50800-5230",,"LAKE #1189","00620DEAD","Thompson",,,"Lake",,"28961","092P02","10","666328","5656263",,".8","4.2","1459"
"120-714600-20400-76100",,"LAKE #1572","00418DEAD","Thompson",,,"Lake",,"28977","092P02","10","666024","5664046",,".6","2.1","1357"
"120-714600-20400-78800","BEAVERHUT LAKE","LAKE #21","00588DEAD","Thompson",,,"Lake",,"28982","092P02","10","667293","5658220",,"1.6","13.8","1500"
"120-714600-20400-80900",,"LAKE #1195","00456DEAD","Thompson",,,"Lake",,"28987","092P02","10","668091","5662760",,"1.2","8.2","1421"
"120-714600-20400-80900",,"LAKE #1712","00471DEAD","Thompson",,,"Lake",,"28986","092P02","10","668248","5662143",,".4","1.1","1368"
"120-714600-20400-81200-0860",,"LAKE #1209","00384DEAD","Thompson",,,"Lake",,"28994","092P02","10","669160","5664537",,"1.2","10.5","1499"
"120-714600-20400-81200-4910",,"LAKE #1198","00504DEAD","Thompson",,,"Lake",,"29001","092P01","10","677370","5660869",,".7","2.2","1630"
"120-714600-36600-12300","CHARTRAND LAKE","LAKE #5415","00549DEAD","Thompson",,,"Lake",,"29043","092P02","10","641148","5657935",,"3.9","57.2","1284"
"120-714600-47900-47100",,"LAKE #5452","00576DEAD","Thompson",,,"Lake",,"29067","092P02","10","656259","5658776",,"1","5.7","1292"
"120-714600-55600","VIDETTE LAKE","LAKE #5431","00175DEAD","Thompson",,,"Lake",,"29073","092P02","10","648212","5668379",,"7","36.3","876"
"120-714600-55600",,"LAKE #5428","00211DEAD","Thompson",,,"Lake",,"29074","092P02","10","641507","5668937",,"1.5","8.2","1096"
"120-714600-55600-22700",,"LAKE #5455","00009DEAD","Thompson",,,"Lake",,"29080","092P02","10","650878","5677701",,"1.2","7.8","1250"
"120-714600-55600-22700","BOG LAKE","LAKE #5454","00013DEAD","Thompson",,,"Lake",,"29079","092P02","10","650610","5676509",,"3.3","34","1230"
"120-714600-55600-22700",,"LAKE #5453, YARD LAKE (WILDERNESS LAKE)","00039DEAD","Thompson",,,"Lake",,"29078","092P02","10","648619","5674672",,"2.6","44.2","1194"
"120-714600-55600-42100",,"LAKE #5463, WILDHORSE LAKE","00002DEAD","Thompson",,,"Lake",,"29089","092P02","10","648223","5678437",,"4.2","31.2","1251"
"120-714600-55600-42100-2250",,"LAKE #5450, LAKE 5450","00050DEAD","Thompson",,,"Lake",,"524604",,"10","644475","5674218",,"1.4","6.3","974"
"120-714600-55600-57000",,"LAKE# 5417","00374DEAD","Thompson",,,"Lake",,"29099","092P02","10","645755","5665036",,".9","1.7","1105"
"120-714600-57300-27800",,"LAKE #1585","00202DEAD","Thompson",,,"Lake",,"29139","092P02","10","656799","5669300",,".6","2.4","1191"
"120-714600-58200","SEMLIN LAKE","LAKE #314","00260DEAD","Thompson",,,"Lake",,"29156","092P02","10","653488","5667572",,"2.3","13","1137"
"120-714600-58200-76200",,"LAKE #1566","00290DEAD","Thompson",,,"Lake",,"333178",,"10","653336","5667227",,".7","1.8","1143"
"120-714600-61000",,"LAKE #1203","00334DEAD","Thompson",,,"Lake",,"29166","092P02","10","651690","5666083",,".8","4.1","1089"
"120-714600-69100",,"LAKE #1194","00459DEAD","Thompson",,,"Lake",,"29172","092P02","10","654720","5662810",,"1.2","6.9","1194"
"120-714600-70400-59900","SAWMILL LAKE","LAKE #1584","00364DEAD","Thompson",,,"Lake",,"29177","092P02","10","657687","5665248",,".3",".6","1170"
"120-714600-73900-52500",,"LAKE #1207","00229DEAD","Thompson",,,"Lake",,"333179","092P02","10","656961","5668659",,".5","1.4",
"120-714600-76200-85800","TULERIC LAKE","LAKE #1206","00182DEAD","Thompson",,,"Lake",,"29187","092P02","10","659267","5669744",,"1.7","17.2","1280"
"120-714600-78800",,"CHIMNEY LAKE, LAKE #5438, NORTH FORK LAKE","00106DEAD","Thompson",,,"Lake",,"29194","092P02","10","665385","5672245",,"1.8","17.8","1312"
"120-714600-78800-47100",,"LAKE #1574","00223DEAD","Thompson",,,"Lake",,"29204","092P02","10","667304","5668699",,".6","2.5","1402"
"120-714600-86600",,"DONUT LAKE, LAKE #88, ROUND LAKE","00378DEAD","Thompson",,,"Lake",,"29214","092P02","10","667904","5664986",,"2.4","21.1","1448"
"120-714600-87900","HIAHKWAH LAKE","LAKE #141","00357DEAD","Thompson",,,"Lake",,"29217","092P02","10","671794","5665216",,"4.6","31","1480"
"120-714600-87900",,"LAKE #13","00409DEAD","Thompson",,,"Lake",,"29218","092P01","10","675455","5664489",,"1","4.5","1488"
"120-714600-87900",,"FORGOTTEN LAKE, LAKE #113","00410DEAD","Thompson",,,"Lake",,"29221","092P01","10","676768","5664394",,".6","1.5","1503"
"120-714600-87900",,"LAKE #13 "B"","00415DEAD","Thompson",,,"Lake",,"29219","092P01","10","675788","5664351",,".2",".2","1489"
"120-714600-87900",,"LAKE #1 "A"","00416DEAD","Thompson",,,"Lake",,"29220","092P01","10","676328","5664265",,".9","2.8","1498"
"120-714600-87900","SHELLEY LAKE","LAKE #318","00439DEAD","Thompson",,,"Lake",,"29222","092P01","10","677032","5663811",,"5.3","52.2","1521"
"120-714600-87900-47600",,"GORDON LAKE, LAKE #125","00422DEAD","Thompson",,,"Lake",,"29227","092P02","10","673763","5664192",,"3.5","28.1","1495"
"120-714600-87900-47600-6435",,"LAKE #251, LAKE 251, LAKE O","00445DEAD","Thompson",,,"Lake",,"524626","092P01","10","674683","5663438",,"1.5","10.4","1535"
"120-714600-87900-57500",,""M" LAKE, LAKE #206, M LAKE","00369DEAD","Thompson",,,"Lake",,"29230","092P01","10","675761","5664623",,"1.9","10.1","1500"
"120-714600-89107-67930",,"LAKE #1218","00298DEAD","Thompson",,,"Lake",,"903033","092P.018","10","678828","5667012",,,,"1506"
"120-714600-92800","BARE LAKE","LAKE #15","00060DEAD","Thompson",,,"Lake",,"29240","092P02","10","671841","5672627",,"7.2","225.2","1414"
"120-714600-92800-45700","DUMBELL LAKE","LAKE #92","00089DEAD","Thompson",,,"Lake",,"29248","092P02","10","674501","5672606",,"4.8","40.5","1423"
"120-714600-94100",,"LAKE #1216, SWAP LAKE","00187DEAD","Thompson",,,"Lake",,"29257","092P02","10","673766","5669606",,".8","4.4","1488"
"120-714600-94100",,"LAKE #1217","00213DEAD","Thompson",,,"Lake",,"29256","092P02","10","672080","5668719",,".9","2.8","1406"
"120-714600-99500",,"LAKE #1220, TASHA LAKE","00125DEAD","Thompson",,,"Lake",,"29263","092P01","10","679144","5671831",,"1.5","6.1","1451"
"120-714600-99500","OSPREY LAKE","DAD'S LAKE, LAKE #255","00128DEAD","Thompson",,,"Lake",,"29262","092P01","10","678519","5671577",,"1.9","8.4","1446"
"120-714600-99500","DAGGER LAKE","LAKE #76","00137DEAD","Thompson",,,"Lake",,"29264","092P01","10","679638","5671645",,"4.7","39.2","1461"
"120-714600-99500","SIAM LAKE","LAKE #321","00152DEAD","Thompson",,,"Lake",,"29261","092P01","10","677983","5671180",,"1.5","8.1","1430"
"120-714600-99500-41100","ESTELLE LAKE","LAKE #104","00163DEAD","Thompson",,,"Lake",,"29268","092P01","10","678845","5670489",,"2","14.8","1455"
"120-714600-99500-41100","LLOYD LAKE","LAKE #198","00179DEAD","Thompson",,,"Lake",,"29267","092P01","10","678315","5670344",,"2.2","12.9","1460"
"120-714600-99500-56540",,"LAKE #1587, LAKE 1587","00166DEAD",,,,"Lake",,"903050","092P.018","10","657745","5670736",,,,"1285"
"120-714600-99500-64000","RENEE LAKE","LAKE #287, NESTOR LAKE","00108DEAD","Thompson",,,"Lake",,"29270","092P01","10","678450","5672342",,"1.6","7.5","1452"
"120-714600-99500-64000-0530","DEWEY LAKE","LAKE #84, MOM'S LAKE","00092DEAD","Thompson",,,"Lake",,"29273","092P01","10","678633","5672509",,"1.2","6.1","1451"
"120-714600-99900","ADLER LAKE","LAKE #2","00217DEAD","Thompson",,,"Lake",,"29279","092P01","10","679094","5668472",,"3.1","34.4","1447"
"120-714600-99900-13600",,"LAKE #1219","00323DEAD","Thompson",,,"Lake",,"29284","092P01","10","677867","5666150",,"1.3","7.8","1493"
"120-729400-41700","FEHR LAKE","LAKE #108","00477THOM","Thompson",,,"Lake",,"29301","092I10","10","650588","5619405",,"1.8","10.8","850"
